,Unnamed: 0,time,Day,Hour,Price,ERR,Date
2005,2005,2022-04-28 07:45:41.700613,Thursday,07:45,35.0,,2022-04-28
2006,2006,2022-04-28 07:46:06.812199,Thursday,07:46,35.0,,2022-04-28
2007,2007,2022-04-28 07:46:31.904564,Thursday,07:46,35.0,,2022-04-28
2008,2008,2022-04-28 07:46:57.012554,Thursday,07:46,35.0,,2022-04-28
2009,2009,2022-04-28 07:47:22.093823,Thursday,07:47,31.0,,2022-04-28
2010,2010,2022-04-28 07:47:47.201814,Thursday,07:47,31.0,,2022-04-28
2011,2011,2022-04-28 07:48:12.298863,Thursday,07:48,31.0,,2022-04-28
2012,2012,2022-04-28 07:48:37.391231,Thursday,07:48,31.0,,2022-04-28
2013,2013,2022-04-28 07:49:02.532568,Thursday,07:49,31.0,,2022-04-28
2014,2014,2022-04-28 07:49:27.656184,Thursday,07:49,27.0,,2022-04-28
2015,2015,2022-04-28 07:49:52.779777,Thursday,07:49,27.0,,2022-04-28
2016,2016,2022-04-28 07:50:17.860619,Thursday,07:50,27.0,,2022-04-28
2017,2017,2022-04-28 07:50:42.968581,Thursday,07:50,27.0,,2022-04-28
2018,2018,2022-04-28 07:51:08.076772,Thursday,07:51,27.0,,2022-04-28
2019,2019,2022-04-28 07:51:33.200355,Thursday,07:51,27.0,,2022-04-28
2020,2020,2022-04-28 07:51:58.308316,Thursday,07:51,27.0,,2022-04-28
2021,2021,2022-04-28 07:52:23.404168,Thursday,07:52,27.0,,2022-04-28
2022,2022,2022-04-28 07:52:48.496501,Thursday,07:52,27.0,,2022-04-28
2023,2023,2022-04-28 07:53:13.595543,Thursday,07:53,27.0,,2022-04-28
2024,2024,2022-04-28 07:53:38.719127,Thursday,07:53,25.0,,2022-04-28
2025,2025,2022-04-28 07:54:03.885472,Thursday,07:54,25.0,,2022-04-28
2026,2026,2022-04-28 07:54:28.993433,Thursday,07:54,25.0,,2022-04-28
2027,2027,2022-04-28 07:54:54.101372,Thursday,07:54,25.0,,2022-04-28
2028,2028,2022-04-28 07:55:19.199521,Thursday,07:55,28.0,,2022-04-28
2029,2029,2022-04-28 07:55:44.307451,Thursday,07:55,28.0,,2022-04-28
2030,2030,2022-04-28 07:56:09.423501,Thursday,07:56,28.0,,2022-04-28
2031,2031,2022-04-28 07:56:34.547648,Thursday,07:56,28.0,,2022-04-28
2032,2032,2022-04-28 07:56:59.655577,Thursday,07:56,28.0,,2022-04-28
2033,2033,2022-04-28 07:57:24.736317,Thursday,07:57,26.0,,2022-04-28
2034,2034,2022-04-28 07:57:49.875493,Thursday,07:57,26.0,,2022-04-28
2035,2035,2022-04-28 07:58:14.980839,Thursday,07:58,26.0,,2022-04-28
2036,2036,2022-04-28 07:58:40.104390,Thursday,07:58,26.0,,2022-04-28
2037,2037,2022-04-28 07:59:05.280775,Thursday,07:59,26.0,,2022-04-28
2038,2038,2022-04-28 07:59:30.419955,Thursday,07:59,24.0,,2022-04-28
2039,2039,2022-04-28 07:59:55.543485,Thursday,07:59,24.0,,2022-04-28
2040,2040,2022-04-28 08:00:20.641308,Thursday,08:00,20.0,,2022-04-28
2041,2041,2022-04-28 08:00:45.749207,Thursday,08:00,20.0,,2022-04-28
2042,2042,2022-04-28 08:01:10.861426,Thursday,08:01,20.0,,2022-04-28
2043,2043,2022-04-28 08:01:35.953702,Thursday,08:01,18.0,,2022-04-28
2044,2044,2022-04-28 08:02:01.076802,Thursday,08:02,18.0,,2022-04-28
2045,2045,2022-04-28 08:02:26.184704,Thursday,08:02,16.0,,2022-04-28
2046,2046,2022-04-28 08:02:51.276979,Thursday,08:02,16.0,,2022-04-28
2047,2047,2022-04-28 08:03:16.407918,Thursday,08:03,16.0,,2022-04-28
2048,2048,2022-04-28 08:03:41.515817,Thursday,08:03,16.0,,2022-04-28
2049,2049,2022-04-28 08:04:06.687246,Thursday,08:04,16.0,,2022-04-28
2050,2050,2022-04-28 08:04:31.826394,Thursday,08:04,18.0,,2022-04-28
2051,2051,2022-04-28 08:04:56.949894,Thursday,08:04,18.0,,2022-04-28
2052,2052,2022-04-28 08:05:22.046116,Thursday,08:05,20.0,,2022-04-28
2053,2053,2022-04-28 08:05:47.185232,Thursday,08:05,20.0,,2022-04-28
2054,2054,2022-04-28 08:06:12.296012,Thursday,08:06,24.0,,2022-04-28
2055,2055,2022-04-28 08:06:37.388253,Thursday,08:06,24.0,,2022-04-28
2056,2056,2022-04-28 08:07:02.485707,Thursday,08:07,24.0,,2022-04-28
2057,2057,2022-04-28 08:07:27.577951,Thursday,08:07,24.0,,2022-04-28
2058,2058,2022-04-28 08:07:52.670197,Thursday,08:07,24.0,,2022-04-28
2059,2059,2022-04-28 08:08:17.801810,Thursday,08:08,24.0,,2022-04-28
2060,2060,2022-04-28 08:08:42.909671,Thursday,08:08,24.0,,2022-04-28
2061,2061,2022-04-28 08:09:08.079046,Thursday,08:09,24.0,,2022-04-28
2062,2062,2022-04-28 08:09:33.202539,Thursday,08:09,24.0,,2022-04-28
2063,2063,2022-04-28 08:09:58.326013,Thursday,08:09,24.0,,2022-04-28
2064,2064,2022-04-28 08:10:23.404340,Thursday,08:10,26.0,,2022-04-28
2065,2065,2022-04-28 08:10:48.527804,Thursday,08:10,26.0,,2022-04-28
2066,2066,2022-04-28 08:11:13.663240,Thursday,08:11,28.0,,2022-04-28
2067,2067,2022-04-28 08:11:38.755457,Thursday,08:11,28.0,,2022-04-28
2068,2068,2022-04-28 08:12:03.856751,Thursday,08:12,28.0,,2022-04-28
2069,2069,2022-04-28 08:12:28.964593,Thursday,08:12,31.0,,2022-04-28
2070,2070,2022-04-28 08:12:54.056810,Thursday,08:12,31.0,,2022-04-28
2071,2071,2022-04-28 08:13:19.190836,Thursday,08:13,35.0,,2022-04-28
2072,2072,2022-04-28 08:13:44.314277,Thursday,08:13,35.0,,2022-04-28
2073,2073,2022-04-28 08:14:09.474533,Thursday,08:14,35.0,,2022-04-28
2074,2074,2022-04-28 08:14:34.582375,Thursday,08:14,39.0,,2022-04-28
